1.25829;1.22572
1.27593;1.17616
1.29025;1.17495
1.29817;1.20864
1.29592;1.202
1.28;1.21457
1.24925;1.25159
1.20579;1.26778
1.15378;1.28044
1.0974;1.17976
1.0398;1.10925
0.98297;1.02091
0.927917;0.939544
0.874955;0.884823
0.823995;0.803574
0.774802;0.794629
0.727204;0.727867
0.681203;0.736971
0.637001;0.646557
0.594969;0.661153
0.555631;0.575699
0.519702;0.629458
0.488212;0.622708
0.462681;0.55936
0.445327;0.574621
0.439203;0.567381
0.447976;0.555541
0.474884;0.553036
0.520804;0.559252
0.582643;0.596996
0.653806;0.619054
0.726637;0.682561
0.794787;0.738657
0.854186;0.74785
0.902856;0.874517
0.940314;0.943126
0.967002;0.970482
0.98389;1.02038
0.992233;1.09864
0.993464;1.13609
0.989185;1.09601
0.981233;1.0376
0.971785;1.06364
0.963466;0.988714
0.959328;0.90811
0.962525;0.945655
0.975597;0.93133
0.999498;0.931749
1.03261;0.879314
1.07013;0.949934
1.10493;0.909943
1.13053;1.0549
1.14407;1.05976
1.14664;1.11151
1.14145;1.19883
1.13221;1.24486
1.12213;1.19577
1.11367;1.15498
1.10837;1.03381
1.10685;1.0097
1.10873;1.09795
1.11267;1.04425
1.11645;1.06475
1.11704;0.94665
1.11079;1.12067
1.09416;1.0794
1.06542;1.13771
1.02619;1.07313
0.980788;1.08637
0.933979;0.970469
0.889498;0.999387
0.849718;0.886101
0.815823;0.788887
0.788015;0.729789
0.765689;0.760745
0.747646;0.713607
0.732391;0.745264
0.718493;0.721548
0.704936;0.696296
0.691389;0.750618
0.678379;0.691862
0.667415;0.66413
0.661114;0.694694
0.663166;0.73437
0.677617;0.71396
0.707044;0.703573
0.750493;0.674792
0.803336;0.682988
0.859567;0.71001
0.914307;0.760459
0.964739;0.875435
1.00976;0.901981
1.04928;1.0259
1.08361;1.10089
1.11317;1.14118
1.13829;1.1359
1.15926;1.12525
1.17635;1.18993
1.19002;1.19619
1.20103;1.22629
1.21061;1.19601
1.22055;1.26948
1.23276;1.22309
1.2484;1.21489
1.26632;1.18287
1.28214;1.1489
1.28936;1.26276
1.28255;1.23408
1.26001;1.22856
1.22356;1.27946
1.17677;1.2691
1.12336;1.25418
1.06648;1.10544
1.00856;1.04053
0.951343;0.921749
0.896036;0.920184
0.843376;0.845893
0.793693;0.827824
0.746925;0.725966
0.702663;0.670853
0.660324;0.714531
0.619475;0.67373
0.580193;0.643567
0.543189;0.614765
0.509668;0.562169
0.481178;0.584975
0.459678;0.589581
0.44775;0.596704
0.44874;0.578679
0.46633;0.589129
0.503047;0.562582
0.558029;0.589331
0.62598;0.612536
0.698947;0.60936
0.769503;0.680055
0.832653;0.730571
0.885887;0.840274
